"subject" "activity" "variable" "mean"
"8292" 24 "walking" "tGravityAccStdZ" 12
"8293" 24 "walking" "tBodyAccJerkMeanX" 13
"8294" 24 "walking" "tBodyAccJerkMeanY" 14
"8295" 24 "walking" "tBodyAccJerkMeanZ" 15
"8296" 24 "walking" "tBodyAccJerkStdX" 16
"8297" 24 "walking" "tBodyAccJerkStdY" 17
"8298" 24 "walking" "tBodyAccJerkStdZ" 18
"8299" 24 "walking" "tBodyGyroMeanX" 19
"8300" 24 "walking" "tBodyGyroMeanY" 20
"8301" 24 "walking" "tBodyGyroMeanZ" 21
"8302" 24 "walking" "tBodyGyroStdX" 22
"8303" 24 "walking" "tBodyGyroStdY" 23
"8304" 24 "walking" "tBodyGyroStdZ" 24
"8305" 24 "walking" "tBodyGyroJerkMeanX" 25
"8306" 24 "walking" "tBodyGyroJerkMeanY" 26
"8307" 24 "walking" "tBodyGyroJerkMeanZ" 27
"8308" 24 "walking" "tBodyGyroJerkStdX" 28
"8309" 24 "walking" "tBodyGyroJerkStdY" 29
"8310" 24 "walking" "tBodyGyroJerkStdZ" 30
"8311" 24 "walking" "tBodyAccMagMean" 31
"8312" 24 "walking" "tBodyAccMagStd" 32
"8313" 24 "walking" "tGravityAccMagMean" 33
"8314" 24 "walking" "tGravityAccMagStd" 34
"8315" 24 "walking" "tBodyAccJerkMagMean" 35
"8316" 24 "walking" "tBodyAccJerkMagStd" 36
"8317" 24 "walking" "tBodyGyroMagMean" 37
"8318" 24 "walking" "tBodyGyroMagStd" 38
"8319" 24 "walking" "tBodyGyroJerkMagMean" 39
"8320" 24 "walking" "tBodyGyroJerkMagStd" 40
"8321" 24 "walking" "fBodyAccMeanX" 41
"8322" 24 "walking" "fBodyAccMeanY" 42
"8323" 24 "walking" "fBodyAccMeanZ" 43
"8324" 24 "walking" "fBodyAccStdX" 44
"8325" 24 "walking" "fBodyAccStdY" 45
"8326" 24 "walking" "fBodyAccStdZ" 46
"8327" 24 "walking" "fBodyAccJerkMeanX" 47
"8328" 24 "walking" "fBodyAccJerkMeanY" 48
"8329" 24 "walking" "fBodyAccJerkMeanZ" 49
"8330" 24 "walking" "fBodyAccJerkStdX" 50
"8331" 24 "walking" "fBodyAccJerkStdY" 51
"8332" 24 "walking" "fBodyAccJerkStdZ" 52
"8333" 24 "walking" "fBodyGyroMeanX" 53
"8334" 24 "walking" "fBodyGyroMeanY" 54
"8335" 24 "walking" "fBodyGyroMeanZ" 55
"8336" 24 "walking" "fBodyGyroStdX" 56
"8337" 24 "walking" "fBodyGyroStdY" 57
"8338" 24 "walking" "fBodyGyroStdZ" 58
"8339" 24 "walking" "fBodyAccMagMean" 59
"8340" 24 "walking" "fBodyAccMagStd" 60
"8341" 24 "walkingUpstairs" "tBodyAccMeanX" 1
"8342" 24 "walkingUpstairs" "tBodyAccMeanY" 2
"8343" 24 "walkingUpstairs" "tBodyAccMeanZ" 3
"8344" 24 "walkingUpstairs" "tBodyAccStdX" 4
"8345" 24 "walkingUpstairs" "tBodyAccStdY" 5
"8346" 24 "walkingUpstairs" "tBodyAccStdZ" 6
"8347" 24 "walkingUpstairs" "tGravityAccMeanX" 7
"8348" 24 "walkingUpstairs" "tGravityAccMeanY" 8
"8349" 24 "walkingUpstairs" "tGravityAccMeanZ" 9
"8350" 24 "walkingUpstairs" "tGravityAccStdX" 10
"8351" 24 "walkingUpstairs" "tGravityAccStdY" 11
"8352" 24 "walkingUpstairs" "tGravityAccStdZ" 12
"8353" 24 "walkingUpstairs" "tBodyAccJerkMeanX" 13
"8354" 24 "walkingUpstairs" "tBodyAccJerkMeanY" 14
"8355" 24 "walkingUpstairs" "tBodyAccJerkMeanZ" 15
"8356" 24 "walkingUpstairs" "tBodyAccJerkStdX" 16
"8357" 24 "walkingUpstairs" "tBodyAccJerkStdY" 17
"8358" 24 "walkingUpstairs" "tBodyAccJerkStdZ" 18
"8359" 24 "walkingUpstairs" "tBodyGyroMeanX" 19
"8360" 24 "walkingUpstairs" "tBodyGyroMeanY" 20
"8361" 24 "walkingUpstairs" "tBodyGyroMeanZ" 21
"8362" 24 "walkingUpstairs" "tBodyGyroStdX" 22
"8363" 24 "walkingUpstairs" "tBodyGyroStdY" 23
"8364" 24 "walkingUpstairs" "tBodyGyroStdZ" 24
"8365" 24 "walkingUpstairs" "tBodyGyroJerkMeanX" 25
"8366" 24 "walkingUpstairs" "tBodyGyroJerkMeanY" 26
"8367" 24 "walkingUpstairs" "tBodyGyroJerkMeanZ" 27
"8368" 24 "walkingUpstairs" "tBodyGyroJerkStdX" 28
"8369" 24 "walkingUpstairs" "tBodyGyroJerkStdY" 29
"8370" 24 "walkingUpstairs" "tBodyGyroJerkStdZ" 30
"8371" 24 "walkingUpstairs" "tBodyAccMagMean" 31
"8372" 24 "walkingUpstairs" "tBodyAccMagStd" 32
"8373" 24 "walkingUpstairs" "tGravityAccMagMean" 33
"8374" 24 "walkingUpstairs" "tGravityAccMagStd" 34
"8375" 24 "walkingUpstairs" "tBodyAccJerkMagMean" 35
"8376" 24 "walkingUpstairs" "tBodyAccJerkMagStd" 36
"8377" 24 "walkingUpstairs" "tBodyGyroMagMean" 37
"8378" 24 "walkingUpstairs" "tBodyGyroMagStd" 38
"8379" 24 "walkingUpstairs" "tBodyGyroJerkMagMean" 39
"8380" 24 "walkingUpstairs" "tBodyGyroJerkMagStd" 40
"8381" 24 "walkingUpstairs" "fBodyAccMeanX" 41
"8382" 24 "walkingUpstairs" "fBodyAccMeanY" 42
"8383" 24 "walkingUpstairs" "fBodyAccMeanZ" 43
"8384" 24 "walkingUpstairs" "fBodyAccStdX" 44
"8385" 24 "walkingUpstairs" "fBodyAccStdY" 45
"8386" 24 "walkingUpstairs" "fBodyAccStdZ" 46
"8387" 24 "walkingUpstairs" "fBodyAccJerkMeanX" 47
"8388" 24 "walkingUpstairs" "fBodyAccJerkMeanY" 48
"8389" 24 "walkingUpstairs" "fBodyAccJerkMeanZ" 49
"8390" 24 "walkingUpstairs" "fBodyAccJerkStdX" 50
"8391" 24 "walkingUpstairs" "fBodyAccJerkStdY" 51
"8392" 24 "walkingUpstairs" "fBodyAccJerkStdZ" 52
"8393" 24 "walkingUpstairs" "fBodyGyroMeanX" 53
"8394" 24 "walkingUpstairs" "fBodyGyroMeanY" 54
"8395" 24 "walkingUpstairs" "fBodyGyroMeanZ" 55
"8396" 24 "walkingUpstairs" "fBodyGyroStdX" 56
"8397" 24 "walkingUpstairs" "fBodyGyroStdY" 57
"8398" 24 "walkingUpstairs" "fBodyGyroStdZ" 58
"8399" 24 "walkingUpstairs" "fBodyAccMagMean" 59
"8400" 24 "walkingUpstairs" "fBodyAccMagStd" 60
"8401" 24 "walkingDownstairs" "tBodyAccMeanX" 1
"8402" 24 "walkingDownstairs" "tBodyAccMeanY" 2
"8403" 24 "walkingDownstairs" "tBodyAccMeanZ" 3
"8404" 24 "walkingDownstairs" "tBodyAccStdX" 4
"8405" 24 "walkingDownstairs" "tBodyAccStdY" 5
"8406" 24 "walkingDownstairs" "tBodyAccStdZ" 6
"8407" 24 "walkingDownstairs" "tGravityAccMeanX" 7
"8408" 24 "walkingDownstairs" "tGravityAccMeanY" 8
"8409" 24 "walkingDownstairs" "tGravityAccMeanZ" 9
"8410" 24 "walkingDownstairs" "tGravityAccStdX" 10
"8411" 24 "walkingDownstairs" "tGravityAccStdY" 11
"8412" 24 "walkingDownstairs" "tGravityAccStdZ" 12
"8413" 24 "walkingDownstairs" "tBodyAccJerkMeanX" 13
"8414" 24 "walkingDownstairs" "tBodyAccJerkMeanY" 14
"8415" 24 "walkingDownstairs" "tBodyAccJerkMeanZ" 15
"8416" 24 "walkingDownstairs" "tBodyAccJerkStdX" 16
"8417" 24 "walkingDownstairs" "tBodyAccJerkStdY" 17
"8418" 24 "walkingDownstairs" "tBodyAccJerkStdZ" 18
"8419" 24 "walkingDownstairs" "tBodyGyroMeanX" 19
"8420" 24 "walkingDownstairs" "tBodyGyroMeanY" 20
"8421" 24 "walkingDownstairs" "tBodyGyroMeanZ" 21
"8422" 24 "walkingDownstairs" "tBodyGyroStdX" 22
"8423" 24 "walkingDownstairs" "tBodyGyroStdY" 23
"8424" 24 "walkingDownstairs" "tBodyGyroStdZ" 24
"8425" 24 "walkingDownstairs" "tBodyGyroJerkMeanX" 25
"8426" 24 "walkingDownstairs" "tBodyGyroJerkMeanY" 26
"8427" 24 "walkingDownstairs" "tBodyGyroJerkMeanZ" 27
"8428" 24 "walkingDownstairs" "tBodyGyroJerkStdX" 28
"8429" 24 "walkingDownstairs" "tBodyGyroJerkStdY" 29
"8430" 24 "walkingDownstairs" "tBodyGyroJerkStdZ" 30
"8431" 24 "walkingDownstairs" "tBodyAccMagMean" 31
"8432" 24 "walkingDownstairs" "tBodyAccMagStd" 32
"8433" 24 "walkingDownstairs" "tGravityAccMagMean" 33
"8434" 24 "walkingDownstairs" "tGravityAccMagStd" 34
"8435" 24 "walkingDownstairs" "tBodyAccJerkMagMean" 35
"8436" 24 "walkingDownstairs" "tBodyAccJerkMagStd" 36
"8437" 24 "walkingDownstairs" "tBodyGyroMagMean" 37
"8438" 24 "walkingDownstairs" "tBodyGyroMagStd" 38
"8439" 24 "walkingDownstairs" "tBodyGyroJerkMagMean" 39
"8440" 24 "walkingDownstairs" "tBodyGyroJerkMagStd" 40
"8441" 24 "walkingDownstairs" "fBodyAccMeanX" 41
"8442" 24 "walkingDownstairs" "fBodyAccMeanY" 42
"8443" 24 "walkingDownstairs" "fBodyAccMeanZ" 43
"8444" 24 "walkingDownstairs" "fBodyAccStdX" 44
"8445" 24 "walkingDownstairs" "fBodyAccStdY" 45
"8446" 24 "walkingDownstairs" "fBodyAccStdZ" 46
"8447" 24 "walkingDownstairs" "fBodyAccJerkMeanX" 47
"8448" 24 "walkingDownstairs" "fBodyAccJerkMeanY" 48
"8449" 24 "walkingDownstairs" "fBodyAccJerkMeanZ" 49
"8450" 24 "walkingDownstairs" "fBodyAccJerkStdX" 50
"8451" 24 "walkingDownstairs" "fBodyAccJerkStdY" 51
"8452" 24 "walkingDownstairs" "fBodyAccJerkStdZ" 52
"8453" 24 "walkingDownstairs" "fBodyGyroMeanX" 53
"8454" 24 "walkingDownstairs" "fBodyGyroMeanY" 54
"8455" 24 "walkingDownstairs" "fBodyGyroMeanZ" 55
"8456" 24 "walkingDownstairs" "fBodyGyroStdX" 56
"8457" 24 "walkingDownstairs" "fBodyGyroStdY" 57
"8458" 24 "walkingDownstairs" "fBodyGyroStdZ" 58
"8459" 24 "walkingDownstairs" "fBodyAccMagMean" 59
"8460" 24 "walkingDownstairs" "fBodyAccMagStd" 60
"8461" 24 "sitting" "tBodyAccMeanX" 1
"8462" 24 "sitting" "tBodyAccMeanY" 2
"8463" 24 "sitting" "tBodyAccMeanZ" 3
"8464" 24 "sitting" "tBodyAccStdX" 4
"8465" 24 "sitting" "tBodyAccStdY" 5
"8466" 24 "sitting" "tBodyAccStdZ" 6
"8467" 24 "sitting" "tGravityAccMeanX" 7
"8468" 24 "sitting" "tGravityAccMeanY" 8
"8469" 24 "sitting" "tGravityAccMeanZ" 9
"8470" 24 "sitting" "tGravityAccStdX" 10
"8471" 24 "sitting" "tGravityAccStdY" 11
"8472" 24 "sitting" "tGravityAccStdZ" 12
"8473" 24 "sitting" "tBodyAccJerkMeanX" 13
"8474" 24 "sitting" "tBodyAccJerkMeanY" 14
"8475" 24 "sitting" "tBodyAccJerkMeanZ" 15
"8476" 24 "sitting" "tBodyAccJerkStdX" 16
"8477" 24 "sitting" "tBodyAccJerkStdY" 17
"8478" 24 "sitting" "tBodyAccJerkStdZ" 18
"8479" 24 "sitting" "tBodyGyroMeanX" 19
"8480" 24 "sitting" "tBodyGyroMeanY" 20
"8481" 24 "sitting" "tBodyGyroMeanZ" 21
"8482" 24 "sitting" "tBodyGyroStdX" 22
"8483" 24 "sitting" "tBodyGyroStdY" 23
"8484" 24 "sitting" "tBodyGyroStdZ" 24
"8485" 24 "sitting" "tBodyGyroJerkMeanX" 25
"8486" 24 "sitting" "tBodyGyroJerkMeanY" 26
"8487" 24 "sitting" "tBodyGyroJerkMeanZ" 27
"8488" 24 "sitting" "tBodyGyroJerkStdX" 28
"8489" 24 "sitting" "tBodyGyroJerkStdY" 29
"8490" 24 "sitting" "tBodyGyroJerkStdZ" 30
"8491" 24 "sitting" "tBodyAccMagMean" 31
"8492" 24 "sitting" "tBodyAccMagStd" 32
"8493" 24 "sitting" "tGravityAccMagMean" 33
"8494" 24 "sitting" "tGravityAccMagStd" 34
"8495" 24 "sitting" "tBodyAccJerkMagMean" 35
"8496" 24 "sitting" "tBodyAccJerkMagStd" 36
"8497" 24 "sitting" "tBodyGyroMagMean" 37
"8498" 24 "sitting" "tBodyGyroMagStd" 38
"8499" 24 "sitting" "tBodyGyroJerkMagMean" 39
"8500" 24 "sitting" "tBodyGyroJerkMagStd" 40
"8501" 24 "sitting" "fBodyAccMeanX" 41
"8502" 24 "sitting" "fBodyAccMeanY" 42
"8503" 24 "sitting" "fBodyAccMeanZ" 43
"8504" 24 "sitting" "fBodyAccStdX" 44
"8505" 24 "sitting" "fBodyAccStdY" 45
"8506" 24 "sitting" "fBodyAccStdZ" 46
"8507" 24 "sitting" "fBodyAccJerkMeanX" 47
"8508" 24 "sitting" "fBodyAccJerkMeanY" 48
"8509" 24 "sitting" "fBodyAccJerkMeanZ" 49
"8510" 24 "sitting" "fBodyAccJerkStdX" 50
"8511" 24 "sitting" "fBodyAccJerkStdY" 51
"8512" 24 "sitting" "fBodyAccJerkStdZ" 52
"8513" 24 "sitting" "fBodyGyroMeanX" 53
"8514" 24 "sitting" "fBodyGyroMeanY" 54
"8515" 24 "sitting" "fBodyGyroMeanZ" 55
"8516" 24 "sitting" "fBodyGyroStdX" 56
"8517" 24 "sitting" "fBodyGyroStdY" 57
"8518" 24 "sitting" "fBodyGyroStdZ" 58
"8519" 24 "sitting" "fBodyAccMagMean" 59
"8520" 24 "sitting" "fBodyAccMagStd" 60
"8521" 24 "standing" "tBodyAccMeanX" 1
"8522" 24 "standing" "tBodyAccMeanY" 2
"8523" 24 "standing" "tBodyAccMeanZ" 3
"8524" 24 "standing" "tBodyAccStdX" 4
"8525" 24 "standing" "tBodyAccStdY" 5
"8526" 24 "standing" "tBodyAccStdZ" 6
"8527" 24 "standing" "tGravityAccMeanX" 7
"8528" 24 "standing" "tGravityAccMeanY" 8
"8529" 24 "standing" "tGravityAccMeanZ" 9
"8530" 24 "standing" "tGravityAccStdX" 10
"8531" 24 "standing" "tGravityAccStdY" 11
"8532" 24 "standing" "tGravityAccStdZ" 12
"8533" 24 "standing" "tBodyAccJerkMeanX" 13
"8534" 24 "standing" "tBodyAccJerkMeanY" 14
"8535" 24 "standing" "tBodyAccJerkMeanZ" 15
"8536" 24 "standing" "tBodyAccJerkStdX" 16
"8537" 24 "standing" "tBodyAccJerkStdY" 17
"8538" 24 "standing" "tBodyAccJerkStdZ" 18
"8539" 24 "standing" "tBodyGyroMeanX" 19
"8540" 24 "standing" "tBodyGyroMeanY" 20
"8541" 24 "standing" "tBodyGyroMeanZ" 21
"8542" 24 "standing" "tBodyGyroStdX" 22
"8543" 24 "standing" "tBodyGyroStdY" 23
"8544" 24 "standing" "tBodyGyroStdZ" 24
"8545" 24 "standing" "tBodyGyroJerkMeanX" 25
"8546" 24 "standing" "tBodyGyroJerkMeanY" 26
"8547" 24 "standing" "tBodyGyroJerkMeanZ" 27
"8548" 24 "standing" "tBodyGyroJerkStdX" 28
"8549" 24 "standing" "tBodyGyroJerkStdY" 29
"8550" 24 "standing" "tBodyGyroJerkStdZ" 30
"8551" 24 "standing" "tBodyAccMagMean" 31
"8552" 24 "standing" "tBodyAccMagStd" 32
"8553" 24 "standing" "tGravityAccMagMean" 33
"8554" 24 "standing" "tGravityAccMagStd" 34
"8555" 24 "standing" "tBodyAccJerkMagMean" 35
"8556" 24 "standing" "tBodyAccJerkMagStd" 36
"8557" 24 "standing" "tBodyGyroMagMean" 37
"8558" 24 "standing" "tBodyGyroMagStd" 38
"8559" 24 "standing" "tBodyGyroJerkMagMean" 39
"8560" 24 "standing" "tBodyGyroJerkMagStd" 40
"8561" 24 "standing" "fBodyAccMeanX" 41
"8562" 24 "standing" "fBodyAccMeanY" 42
"8563" 24 "standing" "fBodyAccMeanZ" 43
"8564" 24 "standing" "fBodyAccStdX" 44
"8565" 24 "standing" "fBodyAccStdY" 45
"8566" 24 "standing" "fBodyAccStdZ" 46
"8567" 24 "standing" "fBodyAccJerkMeanX" 47
"8568" 24 "standing" "fBodyAccJerkMeanY" 48
"8569" 24 "standing" "fBodyAccJerkMeanZ" 49
"8570" 24 "standing" "fBodyAccJerkStdX" 50
"8571" 24 "standing" "fBodyAccJerkStdY" 51
"8572" 24 "standing" "fBodyAccJerkStdZ" 52
"8573" 24 "standing" "fBodyGyroMeanX" 53
"8574" 24 "standing" "fBodyGyroMeanY" 54
"8575" 24 "standing" "fBodyGyroMeanZ" 55
"8576" 24 "standing" "fBodyGyroStdX" 56
"8577" 24 "standing" "fBodyGyroStdY" 57
"8578" 24 "standing" "fBodyGyroStdZ" 58
"8579" 24 "standing" "fBodyAccMagMean" 59
"8580" 24 "standing" "fBodyAccMagStd" 60
"8581" 24 "laying" "tBodyAccMeanX" 1
"8582" 24 "laying" "tBodyAccMeanY" 2
"8583" 24 "laying" "tBodyAccMeanZ" 3
"8584" 24 "laying" "tBodyAccStdX" 4
"8585" 24 "laying" "tBodyAccStdY" 5
"8586" 24 "laying" "tBodyAccStdZ" 6
"8587" 24 "laying" "tGravityAccMeanX" 7
"8588" 24 "laying" "tGravityAccMeanY" 8
"8589" 24 "laying" "tGravityAccMeanZ" 9
"8590" 24 "laying" "tGravityAccStdX" 10
"8591" 24 "laying" "tGravityAccStdY" 11
"8592" 24 "laying" "tGravityAccStdZ" 12
"8593" 24 "laying" "tBodyAccJerkMeanX" 13
"8594" 24 "laying" "tBodyAccJerkMeanY" 14
"8595" 24 "laying" "tBodyAccJerkMeanZ" 15
"8596" 24 "laying" "tBodyAccJerkStdX" 16
"8597" 24 "laying" "tBodyAccJerkStdY" 17
"8598" 24 "laying" "tBodyAccJerkStdZ" 18
"8599" 24 "laying" "tBodyGyroMeanX" 19
"8600" 24 "laying" "tBodyGyroMeanY" 20
"8601" 24 "laying" "tBodyGyroMeanZ" 21
"8602" 24 "laying" "tBodyGyroStdX" 22
"8603" 24 "laying" "tBodyGyroStdY" 23
"8604" 24 "laying" "tBodyGyroStdZ" 24
"8605" 24 "laying" "tBodyGyroJerkMeanX" 25
"8606" 24 "laying" "tBodyGyroJerkMeanY" 26
"8607" 24 "laying" "tBodyGyroJerkMeanZ" 27
"8608" 24 "laying" "tBodyGyroJerkStdX" 28
"8609" 24 "laying" "tBodyGyroJerkStdY" 29
"8610" 24 "laying" "tBodyGyroJerkStdZ" 30
"8611" 24 "laying" "tBodyAccMagMean" 31
"8612" 24 "laying" "tBodyAccMagStd" 32
"8613" 24 "laying" "tGravityAccMagMean" 33
"8614" 24 "laying" "tGravityAccMagStd" 34
"8615" 24 "laying" "tBodyAccJerkMagMean" 35
"8616" 24 "laying" "tBodyAccJerkMagStd" 36
"8617" 24 "laying" "tBodyGyroMagMean" 37
"8618" 24 "laying" "tBodyGyroMagStd" 38
"8619" 24 "laying" "tBodyGyroJerkMagMean" 39
"8620" 24 "laying" "tBodyGyroJerkMagStd" 40
"8621" 24 "laying" "fBodyAccMeanX" 41
"8622" 24 "laying" "fBodyAccMeanY" 42
"8623" 24 "laying" "fBodyAccMeanZ" 43
"8624" 24 "laying" "fBodyAccStdX" 44
"8625" 24 "laying" "fBodyAccStdY" 45
"8626" 24 "laying" "fBodyAccStdZ" 46
"8627" 24 "laying" "fBodyAccJerkMeanX" 47
"8628" 24 "laying" "fBodyAccJerkMeanY" 48
"8629" 24 "laying" "fBodyAccJerkMeanZ" 49
"8630" 24 "laying" "fBodyAccJerkStdX" 50
"8631" 24 "laying" "fBodyAccJerkStdY" 51
"8632" 24 "laying" "fBodyAccJerkStdZ" 52
"8633" 24 "laying" "fBodyGyroMeanX" 53
"8634" 24 "laying" "fBodyGyroMeanY" 54
"8635" 24 "laying" "fBodyGyroMeanZ" 55
"8636" 24 "laying" "fBodyGyroStdX" 56
"8637" 24 "laying" "fBodyGyroStdY" 57
"8638" 24 "laying" "fBodyGyroStdZ" 58
"8639" 24 "laying" "fBodyAccMagMean" 59
"8640" 24 "laying" "fBodyAccMagStd" 60
"8641" 25 "walking" "tBodyAccMeanX" 1
"8642" 25 "walking" "tBodyAccMeanY" 2
"8643" 25 "walking" "tBodyAccMeanZ" 3
"8644" 25 "walking" "tBodyAccStdX" 4
"8645" 25 "walking" "tBodyAccStdY" 5
"8646" 25 "walking" "tBodyAccStdZ" 6
"8647" 25 "walking" "tGravityAccMeanX" 7
"8648" 25 "walking" "tGravityAccMeanY" 8
"8649" 25 "walking" "tGravityAccMeanZ" 9
"8650" 25 "walking" "tGravityAccStdX" 10
"8651" 25 "walking" "tGravityAccStdY" 11
"8652" 25 "walking" "tGravityAccStdZ" 12
"8653" 25 "walking" "tBodyAccJerkMeanX" 13
"8654" 25 "walking" "tBodyAccJerkMeanY" 14
"8655" 25 "walking" "tBodyAccJerkMeanZ" 15
"8656" 25 "walking" "tBodyAccJerkStdX" 16
"8657" 25 "walking" "tBodyAccJerkStdY" 17
"8658" 25 "walking" "tBodyAccJerkStdZ" 18
"8659" 25 "walking" "tBodyGyroMeanX" 19
"8660" 25 "walking" "tBodyGyroMeanY" 20
"8661" 25 "walking" "tBodyGyroMeanZ" 21
"8662" 25 "walking" "tBodyGyroStdX" 22
"8663" 25 "walking" "tBodyGyroStdY" 23
"8664" 25 "walking" "tBodyGyroStdZ" 24
"8665" 25 "walking" "tBodyGyroJerkMeanX" 25
"8666" 25 "walking" "tBodyGyroJerkMeanY" 26
"8667" 25 "walking" "tBodyGyroJerkMeanZ" 27
"8668" 25 "walking" "tBodyGyroJerkStdX" 28
"8669" 25 "walking" "tBodyGyroJerkStdY" 29
"8670" 25 "walking" "tBodyGyroJerkStdZ" 30
"8671" 25 "walking" "tBodyAccMagMean" 31
"8672" 25 "walking" "tBodyAccMagStd" 32
"8673" 25 "walking" "tGravityAccMagMean" 33
"8674" 25 "walking" "tGravityAccMagStd" 34
"8675" 25 "walking" "tBodyAccJerkMagMean" 35
"8676" 25 "walking" "tBodyAccJerkMagStd" 36
"8677" 25 "walking" "tBodyGyroMagMean" 37
"8678" 25 "walking" "tBodyGyroMagStd" 38
"8679" 25 "walking" "tBodyGyroJerkMagMean" 39
"8680" 25 "walking" "tBodyGyroJerkMagStd" 40
"8681" 25 "walking" "fBodyAccMeanX" 41
"8682" 25 "walking" "fBodyAccMeanY" 42
"8683" 25 "walking" "fBodyAccMeanZ" 43
"8684" 25 "walking" "fBodyAccStdX" 44
"8685" 25 "walking" "fBodyAccStdY" 45
"8686" 25 "walking" "fBodyAccStdZ" 46
"8687" 25 "walking" "fBodyAccJerkMeanX" 47
"8688" 25 "walking" "fBodyAccJerkMeanY" 48
"8689" 25 "walking" "fBodyAccJerkMeanZ" 49
"8690" 25 "walking" "fBodyAccJerkStdX" 50
"8691" 25 "walking" "fBodyAccJerkStdY" 51
"8692" 25 "walking" "fBodyAccJerkStdZ" 52
"8693" 25 "walking" "fBodyGyroMeanX" 53
"8694" 25 "walking" "fBodyGyroMeanY" 54
"8695" 25 "walking" "fBodyGyroMeanZ" 55
"8696" 25 "walking" "fBodyGyroStdX" 56
"8697" 25 "walking" "fBodyGyroStdY" 57
"8698" 25 "walking" "fBodyGyroStdZ" 58
"8699" 25 "walking" "fBodyAccMagMean" 59
"8700" 25 "walking" "fBodyAccMagStd" 60
"8701" 25 "walkingUpstairs" "tBodyAccMeanX" 1
"8702" 25 "walkingUpstairs" "tBodyAccMeanY" 2
"8703" 25 "walkingUpstairs" "tBodyAccMeanZ" 3
"8704" 25 "walkingUpstairs" "tBodyAccStdX" 4
"8705" 25 "walkingUpstairs" "tBodyAccStdY" 5
"8706" 25 "walkingUpstairs" "tBodyAccStdZ" 6
"8707" 25 "walkingUpstairs" "tGravityAccMeanX" 7
"8708" 25 "walkingUpstairs" "tGravityAccMeanY" 8
"8709" 25 "walkingUpstairs" "tGravityAccMeanZ" 9
"8710" 25 "walkingUpstairs" "tGravityAccStdX" 10
"8711" 25 "walkingUpstairs" "tGravityAccStdY" 11
"8712" 25 "walkingUpstairs" "tGravityAccStdZ" 12
"8713" 25 "walkingUpstairs" "tBodyAccJerkMeanX" 13
"8714" 25 "walkingUpstairs" "tBodyAccJerkMeanY" 14
"8715" 25 "walkingUpstairs" "tBodyAccJerkMeanZ" 15
"8716" 25 "walkingUpstairs" "tBodyAccJerkStdX" 16
"8717" 25 "walkingUpstairs" "tBodyAccJerkStdY" 17
"8718" 25 "walkingUpstairs" "tBodyAccJerkStdZ" 18
"8719" 25 "walkingUpstairs" "tBodyGyroMeanX" 19
"8720" 25 "walkingUpstairs" "tBodyGyroMeanY" 20
"8721" 25 "walkingUpstairs" "tBodyGyroMeanZ" 21
"8722" 25 "walkingUpstairs" "tBodyGyroStdX" 22
"8723" 25 "walkingUpstairs" "tBodyGyroStdY" 23
"8724" 25 "walkingUpstairs" "tBodyGyroStdZ" 24
"8725" 25 "walkingUpstairs" "tBodyGyroJerkMeanX" 25
"8726" 25 "walkingUpstairs" "tBodyGyroJerkMeanY" 26
"8727" 25 "walkingUpstairs" "tBodyGyroJerkMeanZ" 27
"8728" 25 "walkingUpstairs" "tBodyGyroJerkStdX" 28
"8729" 25 "walkingUpstairs" "tBodyGyroJerkStdY" 29
"8730" 25 "walkingUpstairs" "tBodyGyroJerkStdZ" 30
"8731" 25 "walkingUpstairs" "tBodyAccMagMean" 31
"8732" 25 "walkingUpstairs" "tBodyAccMagStd" 32
"8733" 25 "walkingUpstairs" "tGravityAccMagMean" 33
"8734" 25 "walkingUpstairs" "tGravityAccMagStd" 34
"8735" 25 "walkingUpstairs" "tBodyAccJerkMagMean" 35
"8736" 25 "walkingUpstairs" "tBodyAccJerkMagStd" 36
"8737" 25 "walkingUpstairs" "tBodyGyroMagMean" 37
"8738" 25 "walkingUpstairs" "tBodyGyroMagStd" 38
"8739" 25 "walkingUpstairs" "tBodyGyroJerkMagMean" 39
"8740" 25 "walkingUpstairs" "tBodyGyroJerkMagStd" 40
"8741" 25 "walkingUpstairs" "fBodyAccMeanX" 41
"8742" 25 "walkingUpstairs" "fBodyAccMeanY" 42
"8743" 25 "walkingUpstairs" "fBodyAccMeanZ" 43
"8744" 25 "walkingUpstairs" "fBodyAccStdX" 44
"8745" 25 "walkingUpstairs" "fBodyAccStdY" 45
"8746" 25 "walkingUpstairs" "fBodyAccStdZ" 46
"8747" 25 "walkingUpstairs" "fBodyAccJerkMeanX" 47
"8748" 25 "walkingUpstairs" "fBodyAccJerkMeanY" 48
"8749" 25 "walkingUpstairs" "fBodyAccJerkMeanZ" 49
"8750" 25 "walkingUpstairs" "fBodyAccJerkStdX" 50
"8751" 25 "walkingUpstairs" "fBodyAccJerkStdY" 51
"8752" 25 "walkingUpstairs" "fBodyAccJerkStdZ" 52
"8753" 25 "walkingUpstairs" "fBodyGyroMeanX" 53
"8754" 25 "walkingUpstairs" "fBodyGyroMeanY" 54
"8755" 25 "walkingUpstairs" "fBodyGyroMeanZ" 55
"8756" 25 "walkingUpstairs" "fBodyGyroStdX" 56
"8757" 25 "walkingUpstairs" "fBodyGyroStdY" 57
"8758" 25 "walkingUpstairs" "fBodyGyroStdZ" 58
"8759" 25 "walkingUpstairs" "fBodyAccMagMean" 59
"8760" 25 "walkingUpstairs" "fBodyAccMagStd" 60
